title,release_date,vote_count,vote_average,return
10 Questions for the Dalai Lama,2006-05-01,3.0,6.3,0.0
Helvetica,2007-09-12,71.0,7.3,0.0
Mary,2005-11-18,9.0,5.1,0.0
Journey from the Fall,2006-02-22,1.0,5.0,0.49153846153846154
The War on Democracy,2007-06-15,12.0,7.6,0.0
The Bucket List,2007-12-25,1138.0,7.0,3.8971667111111112
Fall from Grace,2007-03-12,4.0,7.3,0.0
Between Two Worlds,1944-05-20,10.0,7.3,0.0
The Kite Runner,2007-10-14,405.0,7.3,3.66380235
Sex and Fury,1973-02-17,32.0,5.8,0.0
Regular Lovers,2005-09-14,9.0,7.7,0.0
Allegro,2005-09-30,7.0,7.4,0.0
The Deaths of Ian Stone,2007-12-05,82.0,5.2,0.0
Commune,2005-04-07,4.0,7.8,0.0
Robin Hood,1922-08-18,8.0,5.9,0.0
Train Man,2005-06-04,10.0,6.5,0.0
Butterfly on a Wheel,2007-07-27,131.0,6.3,0.0
Seduced and Abandoned,1964-01-30,16.0,6.8,0.0
The Go-Getter,2007-01-22,23.0,6.5,0.0
The Hamiltons,2006-11-19,57.0,4.8,0.0
Close My Eyes,1991-11-22,15.0,6.3,135893.0
The Flock,2007-08-04,63.0,5.7,0.0
The Maidens' Conspiracy,2006-03-30,4.0,4.3,0.0
Wristcutters: A Love Story,2006-01-24,161.0,6.7,0.0
Vitus,2006-02-02,21.0,7.2,0.0
Joe and Max,2002-03-03,1.0,0.0,0.0
Longford,2006-10-26,8.0,4.1,0.0
The Big Bad Swim,2006-01-01,6.0,6.1,0.0
Sweeney Todd: The Demon Barber of Fleet Street,2007-12-20,1745.0,7.0,3.04
National Treasure: Book of Secrets,2007-12-13,1782.0,6.1,3.5181782153846153
I Don't Want to Sleep Alone,2006-12-02,7.0,8.1,0.0
There Will Be Blood,2007-12-28,1581.0,7.9,3.08834844
W.R. - Mysteries of the Organism,1971-10-13,14.0,6.9,0.0
Charlie Wilson's War,2007-12-19,342.0,6.5,1.5866721333333333
The Train Robbers,1973-02-07,32.0,6.4,0.0
Aliens vs Predator: Requiem,2007-12-25,758.0,4.9,1.04492665
Walk Hard: The Dewey Cox Story,2007-12-21,214.0,6.6,0.5233471714285715
Pledge This!,2006-12-01,34.0,2.7,0.0
As You Like It,2006-01-01,13.0,5.5,0.0
Rabbit Without Ears,2007-12-01,134.0,6.2,81303447.0
Ricochet,1991-10-04,81.0,5.9,0.0
Drained,2006-09-27,18.0,6.7,0.0
Chicks With Sticks,2005-10-25,2.0,5.0,0.0
The Great Debaters,2007-12-27,153.0,6.9,2.0150762666666666
Mongolian Ping Pong,2005-06-11,0.0,0.0,0.0
Dedication,2007-01-22,31.0,6.6,0.0
The Water Horse,2007-12-25,293.0,6.3,2.576786075
Battlestar Galactica: Razor,2007-12-18,126.0,7.2,0.0
The Mission,1999-11-19,24.0,6.7,0.0
P.S. I Love You,2007-11-15,1011.0,7.0,5.2278446333333335
The Perfect Holiday,2007-12-12,10.0,5.7,5800000.0
27 Dresses,2008-01-10,1013.0,6.1,5.3419773
Savages,1972-06-27,0.0,0.0,0.0
The Mad Magician,1954-05-19,13.0,7.1,0.0
Nanking,2007-02-10,14.0,7.6,0.0
The Pumpkin Eater,1964-06-01,6.0,6.0,0.0
Things I Never Told You,1996-10-11,6.0,3.3,0.0
Killing Words,2003-01-01,11.0,6.5,0.0
Lavoura Arcaica,2001-10-29,9.0,7.3,0.0
Santa Claus Conquers the Martians,1964-11-14,30.0,3.5,0.0
Two Sons of Francisco,2005-08-19,43.0,6.7,0.0
Equinox Flower,1958-09-07,15.0,6.8,0.0
Cassandra's Dream,2007-06-18,219.0,6.1,0.0
10.5: Apocalypse,2006-03-18,33.0,4.9,0.0
The Mostly Unfabulous Social Life of Ethan Green,2005-04-29,11.0,5.3,152810.0
Taare Zameen Par,2007-12-21,194.0,7.7,10.934615384615384
Lemonade Joe,1964-10-16,16.0,7.1,0.0
Dragon Wars: D-War,2007-02-08,104.0,4.0,0.7655343428571428
LOL,2006-03-13,8.0,6.6,0.0
The Band's Visit,2007-05-19,40.0,7.0,0.0
In Between Days,2007-06-27,7.0,5.7,0.0
[REC],2007-04-10,954.0,7.1,20.298666666666666
.45,2006-11-30,49.0,5.2,0.0
And Soon the Darkness,1970-09-10,25.0,7.1,0.0
God Save the King,2005-09-16,8.0,6.9,0.0
In the Name of the King: A Dungeon Siege Tale,2007-11-29,227.0,4.1,0.0
Flawless,2007-09-01,142.0,6.6,0.34097935
Live-In Maid,2004-09-21,3.0,7.8,0.0
Along the Ridge,2006-05-05,10.0,7.3,0.0
Cloverfield,2008-01-15,2297.0,6.4,6.83056104
Mad Money,2008-01-17,146.0,5.9,0.0
The Detonator,2006-04-25,30.0,4.2,0.0
Trade,2007-01-23,69.0,6.8,0.0
Cleaner,2007-09-11,201.0,5.9,0.0
"Rachel, Rachel",1968-01-01,17.0,6.0,0.0
Hatchet,2006-04-27,161.0,5.7,0.0
Blonde Ambition,2007-12-21,30.0,3.9,0.0
Welcome to L.A.,1976-11-12,4.0,5.5,0.0
Timber Falls,2007-12-07,38.0,5.2,0.0
The Sensation Of Sight,2006-08-01,0.0,0.0,0.0
Arranged,2007-03-10,13.0,6.0,0.0
He Was a Quiet Man,2007-11-23,83.0,6.5,0.0
Viva Villa!,1934-04-27,5.0,5.0,0.0
The Return of Doctor X,1939-12-02,7.0,5.6,0.0
The Cheyenne Social Club,1970-06-12,15.0,6.0,0.0
"Laugh, Clown, Laugh",1928-04-14,7.0,6.4,0.0
The Iron Horse,1924-08-24,11.0,7.1,0.0
Just Pals,1920-10-21,3.0,6.8,0.0
3 Bad Men,1926-08-28,8.0,7.3,0.0
Heaven and Earth,1990-11-24,4.0,5.6,0.0
Cat Soup,2001-02-21,27.0,7.4,0.0
The Girl Who Leapt Through Time,2006-07-15,435.0,7.8,3800000.0
Sex and Breakfast,2007-11-29,11.0,4.9,0.0
What?,1972-12-07,23.0,6.1,0.0
One Missed Call,2008-01-04,174.0,4.7,0.0
First Sunday,2008-01-11,40.0,5.3,38804615.0
Untraceable,2008-01-22,241.0,5.9,0.9280974285714285
Rambo,2008-01-24,1009.0,6.4,2.2648858
How She Move,2008-01-25,6.0,3.0,0.0
Meet the Spartans,2008-01-24,370.0,3.8,2.8215610333333334
The Eye,2008-02-01,284.0,5.5,4.6924805
Strange Wilderness,2008-02-01,70.0,4.7,6575282.0
Over Her Dead Body,2008-02-01,147.0,5.3,0.0
Fallen Art,2004-01-01,22.0,7.6,0.0
Kings of the Road,1976-03-04,11.0,7.1,0.0
The Signal,2007-02-22,85.0,5.9,4.9981
Hellboy II: The Golden Army,2008-07-11,1555.0,6.5,1.886918388235294
The Green Man,1956-12-21,6.0,6.6,0.0
Ira & Abby,2006-01-01,9.0,5.8,0.0
In Bruges,2008-02-08,1414.0,7.4,2.3022522
The Shoes of the Fisherman,1968-01-01,10.0,6.1,0.0
That Man from Rio,1964-02-05,32.0,7.1,0.0
"Clean, Shaven",1993-09-05,24.0,7.0,0.0
À nos amours,1983-11-16,37.0,5.6,0.0
Thunder Rock,1942-12-04,3.0,7.3,0.0
Bamako,2006-06-21,9.0,6.4,0.0555
World on a Wire,1973-10-14,33.0,7.2,0.0
The Bottom of the Sea,2003-08-27,6.0,6.7,0.0
Cazuza: Time Doesn't Stop,2004-06-11,34.0,6.9,0.0
Future by Design,2006-06-10,6.0,7.6,0.0
Caramel,2007-07-01,53.0,6.8,0.0
Poor Boy's Game,2007-02-11,6.0,5.4,0.0
Operation Homecoming: Writing the Wartime Experience,2007-02-09,1.0,5.0,0.0
Rise of the Footsoldier,2007-09-07,80.0,6.8,0.0
Joe Strummer: The Future Is Unwritten,2007-05-18,20.0,7.3,0.0
Canvas,2006-11-12,5.0,6.1,0.0
The Count of Monte Cristo,1934-09-06,14.0,5.6,0.0
Wedding Daze,2006-09-09,96.0,5.2,0.0
The Prisoner of Shark Island,1936-02-28,12.0,7.0,0.0
Dark Angel,1990-01-26,75.0,5.5,1.318485857142857
Teeth,2007-01-19,213.0,5.2,0.0
Crime Zone,1989-03-31,7.0,3.9,0.0
Visiting Hours,1982-05-21,22.0,5.4,0.0
"Big Bang Love, Juvenile A",2006-08-26,18.0,6.5,0.0
Noriko's Dinner Table,2005-06-04,34.0,6.8,0.0
Welcome Home Roscoe Jenkins,2008-02-08,58.0,5.7,1.2471652857142856
Fool's Gold,2008-02-07,454.0,5.4,1.5890148714285715
The Great Lie,1941-04-12,11.0,6.1,0.0
Blue State,2007-04-27,13.0,6.2,0.0
U2 3D,2007-05-19,10.0,6.7,1.5153894666666667
Deep Water,2006-12-15,13.0,6.7,0.0
The Art of Negative Thinking,2006-11-03,6.0,7.0,0.0
In Which We Serve,1942-09-16,18.0,6.6,0.0
The Motel,2005-01-01,3.0,7.0,0.0
Hunger,1966-08-19,11.0,7.5,0.0
The Shout,1978-01-01,22.0,6.4,0.0
Jumper,2008-02-10,1855.0,5.9,2.6144845411764708
It's a Free World...,2007-09-01,23.0,6.1,0.0
Already Dead,2007-12-11,6.0,4.4,0.0
"Definitely, Maybe",2008-02-08,638.0,6.7,55447968.0
I Live in Fear,1955-11-22,20.0,6.8,0.0
Four Sons,1928-02-13,4.0,6.8,0.0
The Air I Breathe,2007-02-07,115.0,6.1,0.0
Hangman's House,1928-05-13,4.0,6.3,0.0
Street Thief,2006-08-07,11.0,6.3,0.0
The 10th District Court: Moments of Trial,2004-06-02,2.0,6.5,0.0
Vantage Point,2008-02-01,731.0,6.3,3.779037275
The Spiderwick Chronicles,2008-02-14,593.0,6.3,1.8093296333333333
Step Up 2: The Streets,2008-02-14,658.0,6.5,6.557247826086956
Jodhaa Akbar,2008-02-15,74.0,7.6,1.551905262152612
Born Reckless,1930-06-06,2.0,5.0,0.0
Il Mare,2000-09-09,31.0,7.3,0.0
Up the River,1930-10-12,6.0,5.7,0.0
Great World of Sound,2007-01-01,2.0,6.0,0.0
Witless Protection,2008-02-22,27.0,3.9,0.0
The Other Boleyn Girl,2008-02-28,498.0,6.4,0.0
Semi-Pro,2008-02-28,255.0,5.4,33472850.0
"Run, Fatboy, Run",2007-09-06,241.0,6.2,3.3
Crying Out Love in the Center of the World,2004-05-08,15.0,6.9,0.0
Seas Beneath,1931-01-30,1.0,7.0,0.0
Please Vote for Me,2007-01-01,4.0,7.0,0.0
Taxi to the Dark Side,2007-04-30,53.0,6.6,0.274661
Out of the Blue,2006-10-12,18.0,5.9,0.0
The Method,2005-09-22,38.0,6.8,0.0
Which Way Is Up?,1977-01-01,11.0,6.1,0.0
Grace is Gone,2007-01-21,32.0,6.1,0.0
The Marksman,2005-01-01,25.0,3.9,0.0
Gran Paradiso,2000-08-28,0.0,0.0,0.0
Keeper of the Flame,1943-01-28,6.0,7.3,0.0
The Emperor Waltz,1948-06-07,1.0,6.0,0.0
Descent,2007-01-01,16.0,3.7,0.0
College Road Trip,2008-03-07,91.0,5.0,68397662.0
"10,000 BC",2008-02-22,934.0,5.1,2.533333333333333
The Bank Job,2008-02-28,708.0,6.6,3.2411398
Doomsday,2008-03-14,374.0,5.8,0.7403808666666667
Horton Hears a Who!,2008-03-03,927.0,6.3,3.4957413411764704
Funny Games,2007-10-20,562.0,6.3,0.5292581333333334
The Counterfeiters,2007-02-09,145.0,7.3,0.0
Mongol: The Rise of Genghis Khan,2007-09-20,165.0,6.5,1.4737505555555555
War Dance,2007-11-09,3.0,7.3,0.0
The Love Guru,2008-06-20,243.0,4.3,0.6745010322580646
VeggieTales: The Pirates Who Don't Do Anything,2008-01-11,25.0,5.9,0.0
Diary of the Dead,2007-09-08,194.0,5.4,2.682429
Hallam Foe,2007-02-16,51.0,6.8,0.007580125
Penelope,2006-03-01,409.0,6.5,0.0
City of Men,2007-08-31,66.0,6.6,307076.0
Chicago 10,2007-01-01,5.0,6.6,0.0
"Romulus, My Father",2007-05-19,13.0,6.0,0.0
The Woman in White,1948-05-15,6.0,5.1,0.0
Zeitgeist,2007-06-01,173.0,7.0,0.0
Terkel in Trouble,2004-04-02,24.0,6.8,0.0
Jellyfish,2007-05-05,10.0,6.4,0.0
Justice League: The New Frontier,2008-02-26,115.0,6.6,1.494608
The District,2004-12-09,5.0,5.3,0.0
The Hottest State,2006-09-02,6.0,5.3,0.0
Then She Found Me,2007-09-07,51.0,5.4,0.0
The Naked Island,1960-11-23,29.0,7.6,0.0
Sigur Rós: Heima,2007-09-27,22.0,8.0,0.0
What Just Happened,2008-10-17,128.0,5.2,0.26693688
A Little Trip to Heaven,2005-12-26,21.0,5.2,0.0
Downhill Racer,1969-11-06,24.0,6.1,0.0
Saving Sarah Cain,2007-08-19,4.0,5.5,0.0
Return of the Living Dead 3,1993-10-01,88.0,5.9,0.0271035
Miss Pettigrew Lives for a Day,2008-03-07,100.0,6.8,16051363.0
Snow Angels,2008-03-07,50.0,6.3,414404.0
Married Life,2007-09-12,38.0,6.1,0.0
Believers,2007-06-11,13.0,4.5,0.0
Sun Valley Serenade,1941-08-29,3.0,6.0,0.0
Mala Noche,1986-02-05,20.0,6.0,0.0
On the Outs,2004-09-11,6.0,5.9,0.0
Stupid Boy,2004-03-10,9.0,4.4,0.0
The Class,2007-03-16,54.0,7.6,0.0
The Dark Knight,2008-07-16,12269.0,8.3,5.430045643243243
Doctor Bull,1933-09-22,2.0,5.0,0.0
Made in U.S.A,1966-12-03,16.0,6.5,0.0
Restless Natives,1985-01-01,8.0,6.3,0.0
Quiet City,2007-03-12,7.0,6.6,6.17
Phar Lap,1983-08-11,9.0,7.3,0.0
51 Birch Street,2006-10-18,6.0,6.8,0.0
Black Dawn,2005-01-01,21.0,3.6,0.0
The Hammer,2007-04-01,15.0,6.5,0.0
Never Back Down,2008-03-04,511.0,6.5,2.08137155
Terror's Advocate,2007-06-06,11.0,6.7,0.0
9 Star Hotel,2007-07-22,0.0,0.0,0.0
Napoleon,1927-11-14,28.0,7.9,0.0
CJ7,2008-01-30,110.0,6.1,47301471.0
Drillbit Taylor,2008-03-20,284.0,5.5,0.0
Dead Awake,2001-11-06,3.0,7.0,0.0
Under the Same Moon,2008-03-20,28.0,7.0,23311391.0
Tropical Malady,2005-04-29,26.0,6.6,0.0
Slipstream,2007-02-10,22.0,5.5,27769.0
Terror of Mechagodzilla,1975-03-15,23.0,5.6,0.0
The Smiling Lieutenant,1931-08-01,14.0,6.6,0.0
Alatriste,2006-09-01,62.0,5.6,0.9717480833333333
Joysticks,1983-03-04,14.0,5.2,13.174826666666666
Spirit Trap,2005-08-12,8.0,4.1,0.0
The Promised Land,1975-02-21,10.0,7.0,0.0
Youth Without Youth,2007-10-26,47.0,6.5,0.0
Khadak,2006-08-31,5.0,6.6,0.0
21,2008-03-27,1406.0,6.5,1.994948542857143
Smart People,2008-04-11,74.0,5.8,1.5099948571428572
Pierrepoint: The Last Hangman,2005-12-07,16.0,7.7,0.0
The Hawk Is Dying,2007-03-30,4.0,5.8,0.0
Le Bal,1983-12-21,12.0,7.4,0.0
The Gymnast,2006-04-11,8.0,7.5,0.0
The Shepherd: Border Patrol,2008-03-04,30.0,5.1,0.0
Leatherheads,2008-03-24,131.0,5.7,0.7120602068965517
Assembly,2007-10-09,35.0,7.1,2.174185
Why Not?,1981-01-08,3.0,6.7,0.0
Pirates,1986-05-08,47.0,6.2,0.041045625
Zebraman,2004-01-30,25.0,6.8,0.0
Marketa Lazarová,1967-11-24,32.0,8.0,0.0
Stop-Loss,2008-03-28,84.0,6.1,0.4482852
Shine a Light,2008-02-07,45.0,7.2,0.0
Dark Matter,2007-01-23,16.0,6.4,0.0
The Business of Being Born,2008-01-01,13.0,7.3,0.0
Black Peter,1964-04-16,10.0,7.3,0.0
The Aerial,2007-04-17,19.0,7.1,0.0
Chan Is Missing,1982-01-01,6.0,7.5,0.0
Close to Home,2005-07-15,6.0,6.3,0.0
White Palms,2006-01-15,7.0,7.4,0.0
Saawariya,2007-11-07,25.0,5.5,0.0
Julia,2008-02-09,23.0,7.2,0.21666666666666667
I Always Wanted to Be a Gangster,2008-01-18,22.0,7.3,0.0
Just Anybody,2008-04-02,1.0,5.0,0.0
The Pope's Toilet,2007-05-21,14.0,6.8,0.0
Inside,2007-06-13,152.0,6.7,0.0
Nim's Island,2008-04-03,341.0,5.6,2.704766
The Ruins,2008-04-02,270.0,5.6,0.0
Joy Division,2007-09-07,22.0,7.7,0.0
Manda Bala (Send a Bullet),2007-01-20,5.0,5.4,0.0
Forgetting Sarah Marshall,2008-04-17,1194.0,6.4,3.5057705
Sex and Death 101,2007-06-15,67.0,5.6,0.0
Superhero Movie,2008-03-27,394.0,4.9,0.7391952571428572
Street Kings,2008-04-10,369.0,6.3,3.27849345
The Visitor,2007-09-07,132.0,6.9,9234510.0
Harold & Kumar Escape from Guantanamo Bay,2008-04-25,508.0,6.2,3.6244269166666667
99 francs,2007-09-25,211.0,6.4,0.0
Private Property,2006-09-01,9.0,6.4,0.0
Speed Racer,2008-05-09,359.0,5.7,0.7828813833333333
Gabriel,2007-11-15,77.0,5.0,0.0
Diminished Capacity,2008-07-04,3.0,6.2,0.0
Nathalie...,2003-09-11,16.0,6.1,0.0
Chapter 27,2007-01-25,70.0,5.7,0.0
The Thief Who Came to Dinner,1973-03-01,4.0,8.3,0.0
The Forbidden Kingdom,2008-04-18,476.0,6.3,2.325574981818182
Where in the World Is Osama Bin Laden?,2008-01-21,19.0,6.4,0.0
The Life Before Her Eyes,2007-09-08,88.0,6.1,0.0
"Puff, Puff, Pass",2006-05-09,12.0,6.1,0.0
Pulp,1972-11-01,8.0,6.3,0.0
Virgin Territory,2007-12-17,75.0,4.3,0.14238813157894736
Happy-Go-Lucky,2008-04-18,130.0,6.4,18130888.0
Religulous,2008-10-01,200.0,7.2,0.0
Outpost,2007-03-11,79.0,6.0,0.0
Are You Scared?,2006-09-12,11.0,3.5,0.0
Before Flying Back to Earth,2005-10-10,2.0,6.0,0.0
Bernard and Doris,2006-09-01,22.0,6.4,0.0
Son of Rambow,2007-01-22,146.0,6.7,1.71756225
Super High Me,2007-10-13,71.0,5.9,0.0
Black Friday,1940-04-12,7.0,6.5,0.0
The Invisible Ray,1936-01-20,11.0,6.2,0.0
Murders in the Rue Morgue,1932-02-21,20.0,6.0,0.0
The Killer Elite,1975-12-19,24.0,5.8,0.0
Tarzan Escapes,1936-11-06,14.0,6.3,0.0
Tarzan Finds a Son!,1939-06-16,22.0,5.8,0.0
Tarzan's Secret Treasure,1941-12-01,13.0,5.5,0.0
Tarzan's New York Adventure,1942-05-01,21.0,5.7,0.0
Viva Zapata!,1952-02-07,41.0,6.6,0.0
Antares,2004-12-03,15.0,5.7,0.0
Outsourced,2006-09-12,58.0,6.3,0.0
Deception,2008-04-24,200.0,5.7,0.70965192
Baby Mama,2008-04-23,205.0,5.8,2.1277816333333335
The Unknown Woman,2006-10-09,49.0,7.1,0.0
Delirious,2006-09-26,18.0,6.7,0.0
Klimt,2006-03-03,20.0,5.5,0.0
Expelled: No Intelligence Allowed,2008-04-18,33.0,4.1,2.2
Viva Cuba,2005-04-20,9.0,7.1,0.0
Prom Night,2008-04-10,170.0,4.8,14796236.0
The White Massai,2005-09-14,18.0,6.4,0.0
Iron Man,2008-04-30,8951.0,7.4,4.179815871428572
Possessed,1999-06-25,3.0,6.0,0.0
Made of Honor,2008-05-02,410.0,6.0,2.115042025
Redbelt,2008-04-07,77.0,6.4,0.0
Mister Lonely,2008-12-17,21.0,6.6,0.0
Anamorph,2007-09-21,49.0,5.0,0.0
"The Bread, My Sweet",2001-04-21,6.0,5.0,1.70526
Taken,2008-02-18,4444.0,7.2,9.07322272
Hero Wanted,2008-03-28,36.0,5.3,0.0
Flight of the Red Balloon,2007-05-17,15.0,6.1,0.0
The Fall,2008-01-03,430.0,7.7,3669465.0
Stargate: The Ark of Truth,2008-03-11,143.0,6.9,1.2714285714285714
Walk All Over Me,2007-01-01,9.0,6.4,0.0
Blind Dating,2006-07-28,51.0,6.0,834457.0
Meet Bill,2007-09-07,89.0,5.9,0.0693184
An American Crime,2007-07-27,165.0,7.3,0.0
What Happens in Vegas,2008-05-07,949.0,5.8,4.857142857142857
White Night,2007-10-26,6.0,5.3,0.0
American Pie Presents: Beta House,2007-12-10,480.0,5.4,0.0
Numb,2007-04-30,26.0,5.3,0.0
Bella,2006-09-09,37.0,6.7,0.0
Fiorile,1993-06-06,6.0,7.0,0.0
The Man Between,1953-11-18,8.0,7.3,0.0
The Stars Look Down,1940-01-22,3.0,6.3,0.0
The Unknown Soldier,2006-09-21,1.0,5.0,0.0
a/k/a Tommy Chong,2006-06-14,11.0,7.3,0.0
The Chronicles of Narnia: Prince Caspian,2008-05-15,1668.0,6.3,1.8651173911111112
Reprise,2006-07-03,29.0,6.8,0.0
The Window,1949-08-06,11.0,7.3,0.0
The Ron Clark Story,2006-08-13,19.0,7.0,0.0
Shelter,2007-06-16,100.0,7.8,0.0
American Crude,2008-06-03,8.0,2.4,0.0
Young @ Heart,2008-10-02,20.0,7.6,0.0
"War, Inc.",2008-04-28,86.0,5.6,0.2592368
The Year of the Wolf,2007-12-05,4.0,6.8,0.0
The Girl Next Door,2007-07-19,209.0,6.5,0.0
King Corn,2007-10-12,12.0,6.8,81368.0
Indiana Jones and the Kingdom of the Crystal Skull,2008-05-21,2558.0,5.7,4.252086664864865
How to Rob a Bank,2007-01-25,35.0,6.2,0.0
Hey Hey It's Esther Blueburger,2008-04-10,4.0,6.5,0.0
The Quiet American,1958-02-08,7.0,5.3,0.0
Blonde and Blonder,2008-01-18,12.0,4.4,0.0
Wesley Willis: The Daddy of Rock 'n' Roll,2003-04-22,0.0,0.0,0.0
Patti Smith: Dream of Life,2008-01-01,8.0,6.2,0.0
Day of the Outlaw,1959-07-01,16.0,5.7,0.0
Nina's Heavenly Delights,2006-09-28,9.0,6.7,0.0
Following Sean,2006-05-05,5.0,6.1,0.0
One Hour with You,1932-03-22,8.0,5.4,0.0
Lake of Fire,2006-09-09,11.0,8.1,25.0
The Witnesses,2007-03-07,16.0,6.9,0.0
The Oxford Murders,2008-01-18,191.0,5.7,0.0
Shutter,2008-03-21,184.0,5.3,0.0
The Grand,2007-06-07,22.0,6.3,0.0
Sex and the City,2008-05-12,525.0,6.0,6.3885044
The Strangers,2008-05-29,509.0,6.0,9.154571666666667
Savage Grace,2007-05-18,60.0,5.7,0.0
Bigger Stronger Faster*,2008-05-30,41.0,7.0,307811.0
All the Boys Love Mandy Lane,2008-02-15,211.0,5.7,0.0
Memories of Matsuko,2006-01-01,33.0,7.2,0.0
Allan Quatermain and the Temple of Skulls,2008-04-29,11.0,3.4,0.0
Kung Fu Panda,2008-06-04,3231.0,6.9,4.859573538461539
What Would Jesus Buy?,2007-03-11,3.0,7.7,0.0
Extreme Private Eros: Love Song 1974,1974-01-01,5.0,7.6,0.0
The Emperor's Naked Army Marches On,1987-08-01,7.0,7.5,0.0
Antonio das Mortes,1969-05-20,13.0,6.0,0.0
Recount,2008-05-28,43.0,6.6,0.0
Ex Drummer,2007-01-31,50.0,6.6,0.0
The Art of Crying,2007-03-17,8.0,6.6,0.0
Where the Sidewalk Ends,1950-07-07,36.0,6.5,0.0
100 Rifles,1969-03-26,24.0,5.5,0.0
Blood Alley,1955-10-01,9.0,5.8,0.0
Chato's Land,1972-01-01,33.0,6.7,0.0
Cold Sweat,1970-12-18,11.0,5.3,0.0
The FBI Story,1959-10-01,7.0,4.5,0.0
"Farewell, Friend",1968-08-14,18.0,6.4,0.0
The Iron Mask,1929-02-21,4.0,7.3,0.0
St. Ives,1976-08-01,11.0,5.7,0.0
Villa Rides,1968-05-29,15.0,5.8,0.0
The Wings of Eagles,1957-02-22,13.0,6.5,0.0
Steamboat Round the Bend,1935-09-06,2.0,8.5,0.0
The World Moves On,1934-06-27,1.0,6.0,0.0
Pilgrimage,1933-07-12,1.0,5.0,0.0
Lonelyhearts,1958-01-01,4.0,3.8,0.0
The Andromeda Strain,2008-05-10,78.0,6.3,0.0
Boat People,1982-10-13,4.0,7.0,0.0
Wrong Move,1975-01-01,9.0,7.4,0.0
Dust in the Wind,1986-01-01,12.0,7.9,0.0
You Don't Mess with the Zohan,2008-06-05,1068.0,5.5,2.239958977777778
The Prefab People,1982-12-09,10.0,6.6,0.0
The Promotion,2008-06-06,76.0,5.4,0.0
When Did You Last See Your Father?,2007-10-05,14.0,6.8,92.0
My Brother Is an Only Child,2007-04-20,61.0,6.7,1.2926572
Stuck,2007-05-21,53.0,6.1,0.0
July Rhapsody,2002-03-14,6.0,5.6,0.0
Flesh Gordon,1974-07-30,28.0,4.5,0.0
Telefon,1977-12-16,17.0,5.9,0.0
The Lost World,1960-07-13,31.0,5.0,0.0
The Mark of Zorro,1920-12-05,6.0,6.3,0.0
The Protector,1985-07-11,34.0,5.7,0.0
The Three Musketeers,1921-08-28,5.0,5.7,0.0
Warlock,1959-06-10,30.0,6.7,0.0
The Fiances,1963-05-16,9.0,6.0,0.0
Il Posto,1961-09-21,12.0,6.9,0.0
Chaos Theory,2008-03-14,127.0,6.2,240476.0
The Boys & Girls Guide to Getting Down,2007-03-23,8.0,6.0,0.0
Boy A,2007-10-28,155.0,7.1,1200398.0
Doctor Who,1996-03-31,64.0,6.0,8.4
A Complete History of My Sexual Failures,2008-01-19,18.0,6.9,0.0
The Warlords,2007-12-12,83.0,6.3,0.0
Spiral,2007-01-01,23.0,6.6,0.0
Hounddog,2007-01-22,28.0,6.2,0.0
The Happening,2008-06-11,968.0,4.9,2.72339665
The Incredible Hulk,2008-06-12,3086.0,6.1,1.0914138266666666
Baghead,2008-01-21,23.0,5.8,0.0
The Children of Huang Shi,2008-07-03,53.0,6.5,0.185
Quill:  The Life of a Guide Dog,2004-03-13,11.0,7.1,0.0
WALL·E,2008-06-22,6439.0,7.8,2.896177
Wanted,2008-06-19,2583.0,6.4,3.4436001066666666
Hancock,2008-07-01,3050.0,6.2,4.160195806666667
Boy Culture,2007-01-31,30.0,6.0,0.440302
Ten Minutes Older: The Trumpet,2002-05-18,8.0,6.8,0.0
Angel Face,1952-12-10,29.0,6.9,0.0
Huckleberry Finn,1974-05-24,4.0,6.1,0.0
Tom Sawyer,1973-01-01,21.0,6.3,0.0
Turn the River,2008-05-09,10.0,5.5,0.0
Get Smart,2008-06-19,1072.0,6.0,2.8835681625
Young People Fucking,2007-09-05,73.0,5.9,0.0
Brick Lane,2007-11-16,15.0,5.2,0.0
Surfwise,2007-01-01,8.0,7.4,0.0
The Rape of Europa,2006-01-01,10.0,7.4,0.0
St. Trinian's,2007-12-21,148.0,5.6,0.0
The Penalty,1920-08-15,11.0,6.6,0.0
Crossed Tracks,2007-06-27,9.0,6.6,0.0
Desire,1936-04-11,9.0,5.2,0.0
Futurama: The Beast with a Billion Backs,2008-06-24,156.0,6.9,0.0
Equinox,1970-10-01,16.0,5.5,0.0
At the Death House Door,2008-03-09,3.0,4.8,0.0
Archangel,1990-09-01,12.0,6.0,0.0
Battlefield Baseball,2003-07-19,12.0,4.9,0.0
The Hourglass Sanatorium,1973-12-11,17.0,7.9,0.0
The Color of Pomegranates,1969-10-01,31.0,7.9,0.0
David Cross: Let America Laugh,2003-11-04,7.0,5.9,0.0
West of Zanzibar,1928-11-24,5.0,6.2,3.555984555984556
Tell It to the Marines,1926-12-23,5.0,5.6,0.0
The Unholy Three,1925-09-16,11.0,5.8,6.834951456310679
The Unholy Three,1930-07-03,2.0,2.5,0.0
London After Midnight,1927-12-17,8.0,5.8,0.0
Dog Day,1984-01-10,4.0,4.1,0.0
The Klansman,1974-10-25,7.0,4.7,0.0
Pocket Money,1972-01-01,6.0,5.3,0.0
The Goddess,1960-02-19,9.0,6.9,0.0
Bambi II,2006-01-26,199.0,6.0,0.0
